Date,Prices,Day_count,Month,Season,Weekday,Is_holiday,Rolling_mean_7,Rolling_mean_30,Lag_1,Lag_7,Lag_30,Daily_delta,CPI,Total_inflation,USD_IDR,Temperature,Rainfall,Humidity,Day_in_month,Diff_value,Percentage
2022-11-14,45400,1048,11,Wet,0,False,43500,NULL,44150,40400,40400,1250,125.2762,0.088682797,15473.90039,27.46,3.04,80.76,14,Rp1250,2.83
2022-11-15,45150,1049,11,Wet,1,False,44107.142857142855,NULL,45400,40900,NULL,-250,125.2762,0.088682797,15530.09961,27.2,33.98,82.79,15,-Rp250,-0.55
2022-11-16,45750,1050,11,Wet,2,False,44607.142857142855,NULL,45150,42250,44150,600,125.2762,0.088682797,15557,26.1,14.84,88.02,16,Rp600,1.33
2022-11-17,45750,1051,11,Wet,3,False,44928.57142857143,NULL,45750,43500,42250,0,125.2762,0.088682797,15655,27.01,13.72,81.67,17,Rp0,0
2022-11-18,44900,1052,11,Wet,4,False,45035.71428571428,NULL,45750,44150,42250,-850,125.2762,0.088682797,15720,27.33,11.08,80.5,18,-Rp850,-1.86
2022-11-19,44900,1053,11,Wet,5,False,45142.857142857145,NULL,44900,44150,41750,0,125.2762,0.088682797,15720,26.65,24.85,86.14,19,-Rp850,-1.86
2022-11-20,44900,1054,11,Wet,6,False,45250,NULL,44900,44150,42400,0,125.2762,0.088682797,15720,26.54,13.24,84.16,20,-Rp850,-1.86
2022-11-21,45400,1055,11,Wet,0,False,45250,NULL,44900,45400,42400,500,125.2762,0.088682797,15629.40039,26.9,5.99,82.83,21,Rp500,1.11
2022-11-22,45400,1056,11,Wet,1,False,45285.71428571428,41680,45400,45150,NULL,0,125.2762,0.088682797,15755,26.35,7.88,85.29,22,Rp0,0
2022-11-23,44500,1057,11,Wet,2,False,45107.142857142855,41858.333333333336,45400,45750,39150,-900,125.2762,0.088682797,15671,26.16,16.61,82.08,23,-Rp900,-1.98
2022-11-24,44500,1058,11,Wet,3,False,44928.57142857143,42050,44500,45750,38750,0,125.2762,0.088682797,15619.59961,26.94,5.74,78.18,24,Rp0,0
2022-11-25,44500,1059,11,Wet,4,False,44871.42857142857,42241.666666666664,44500,44900,38750,0,125.2762,0.088682797,15605,26.73,15.33,81.43,25,Rp0,0
2022-11-26,44500,1060,11,Wet,5,False,44814.28571428572,42433.333333333336,44500,44900,38750,0,125.2762,0.088682797,15605,26.91,4.08,81.47,26,Rp0,0
2022-11-27,44500,1061,11,Wet,6,False,44757.142857142855,42641.666666666664,44500,44900,38250,0,125.2762,0.088682797,15605,26.93,5.95,81.95,27,Rp0,0
2022-11-28,43900,1062,11,Wet,0,False,44542.857142857145,42830,44500,45400,38250,-600,125.2762,0.088682797,15675.09961,27.07,2.3,81.48,28,-Rp600,-1.35
2022-11-29,44500,1063,11,Wet,1,False,44414.28571428572,43038.333333333336,43900,45400,38250,600,125.2762,0.088682797,15746,26.91,5.29,83.6,29,Rp600,1.37
2022-11-30,43500,1064,11,Wet,2,False,44271.42857142857,43196.666666666664,44500,44500,38750,-1000,125.2762,0.088682797,15726.5,26.24,9.88,82.09,30,-Rp1000,-2.25
2022-12-01,43150,1065,12,Wet,3,False,44078.57142857143,43343.333333333336,43500,44500,38750,-350,126.0977,0.655751052,15634.5,26.4,8.36,81.36,1,-Rp350,-0.8
2022-12-02,43150,1066,12,Wet,4,False,43885.71428571428,43490,43150,44500,38750,0,126.0977,0.655751052,15355.5,26.35,4.07,82.71,2,Rp0,0
2022-12-03,43150,1067,12,Wet,5,False,43692.857142857145,43636.666666666664,43150,44500,38750,0,126.0977,0.655751052,15355.5,26.87,2.63,81.09,3,Rp0,0
2022-12-04,43150,1068,12,Wet,6,False,43500,43761.666666666664,43150,44500,39400,0,126.0977,0.655751052,15355.5,26.83,5.84,79.97,4,Rp0,0
2022-12-05,44400,1069,12,Wet,0,False,43571.42857142857,43928.333333333336,43150,43900,39400,1250,126.0977,0.655751052,15421,26.24,6.62,83.27,5,Rp1250,2.9
2022-12-06,43650,1070,12,Wet,1,False,43450,44070,44400,44500,39400,-750,126.0977,0.655751052,15520.2998,26.68,4.89,79.06,6,-Rp750,-1.69
2022-12-07,45500,1071,12,Wet,2,False,43735.71428571428,44240,43650,43500,40400,1850,126.0977,0.655751052,15623,27.37,4.91,75.52,7,Rp1850,4.24
2022-12-08,45900,1072,12,Wet,3,False,44128.57142857143,44406.666666666664,45500,43150,40900,400,126.0977,0.655751052,15596,26.98,3.16,79.11,8,Rp400,0.88
2022-12-09,45250,1073,12,Wet,4,False,44428.57142857143,44506.666666666664,45900,43150,42250,-650,126.0977,0.655751052,15590,27.66,1.91,77.42,9,-Rp650,-1.42
2022-12-10,45250,1074,12,Wet,5,False,44728.57142857143,44565,45250,43150,43500,0,126.0977,0.655751052,15590,27.55,3.88,80.19,10,-Rp650,-1.42
2022-12-11,45250,1075,12,Wet,6,False,45028.57142857143,44601.666666666664,45250,43150,44150,0,126.0977,0.655751052,15590,27.15,4.16,82.86,11,-Rp650,-1.42
2022-12-12,45250,1076,12,Wet,0,False,45150,44638.333333333336,45250,44400,44150,0,126.0977,0.655751052,15582,26.83,5.27,83.62,12,Rp0,0
2022-12-13,45250,1077,12,Wet,1,False,45378.57142857143,44675,45250,43650,44150,0,126.0977,0.655751052,15676.2998,26.51,10.15,83.38,13,Rp0,0
2022-12-14,45900,1078,12,Wet,2,False,45435.71428571428,44691.666666666664,45250,45500,45400,650,126.0977,0.655751052,15554.7002,26.4,7.33,82.17,14,Rp650,1.44
2022-12-15,45650,1079,12,Wet,3,False,45400,44708.333333333336,45900,45900,45150,-250,126.0977,0.655751052,15481,26.08,13.55,84.17,15,-Rp250,-0.54
2022-12-16,45250,1080,12,Wet,4,False,45400,44691.666666666664,45650,45250,45750,-400,126.0977,0.655751052,15626,26.76,3.78,80.74,16,-Rp400,-0.88
2022-12-17,45250,1081,12,Wet,5,False,45400,44675,45250,45250,45750,0,126.0977,0.655751052,15626,26.53,20.21,85.93,17,-Rp400,-0.88
2022-12-18,45250,1082,12,Wet,6,False,45400,44686.666666666664,45250,45250,44900,0,126.0977,0.655751052,15626,26.24,14.09,84.06,18,-Rp400,-0.88
2022-12-19,45250,1083,12,Wet,0,False,45400,44698.333333333336,45250,45250,44900,0,126.0977,0.655751052,15615.90039,26.69,6.01,84.63,19,Rp0,0
2022-12-20,45250,1084,12,Wet,1,False,45400,44710,45250,45250,44900,0,126.0977,0.655751052,15567.5,26.88,5.34,84.47,20,Rp0,0
2022-12-21,44900,1085,12,Wet,2,False,45257.142857142855,44693.333333333336,45250,45900,45400,-350,126.0977,0.655751052,15556,27.05,7.17,85.61,21,-Rp350,-0.77
2022-12-22,44900,1086,12,Wet,3,False,45150,44676.666666666664,44900,45650,45400,0,126.0977,0.655751052,15513,27.16,3.18,85.43,22,Rp0,0
2022-12-23,44900,1087,12,Wet,4,False,45100,44690,44900,45250,44500,0,126.0977,0.655751052,15563,27.57,2.6,81.87,23,Rp0,0
2022-12-26,43900,1090,12,Wet,0,False,NULL,NULL,NULL,45250,44500,NULL,126.0977,0.655751052,15565.90039,26.77,3.6,82.73,26,-Rp1000,-2.23
2022-12-27,43650,1091,12,Wet,1,False,NULL,NULL,43900,45250,44500,-250,126.0977,0.655751052,15607,26.2,5.67,86.03,27,-Rp250,-0.57
2022-12-28,43650,1092,12,Wet,2,False,NULL,NULL,43650,44900,43900,0,126.0977,0.655751052,15617.5,26.17,2.11,86.07,28,Rp0,0
2022-12-29,43650,1093,12,Wet,3,False,NULL,NULL,43650,44900,44500,0,126.0977,0.655751052,15789,26.88,3.29,83.08,29,Rp0,0
2022-12-30,42400,1094,12,Wet,4,False,NULL,NULL,43650,44900,43500,-1250,126.0977,0.655751052,15620,26.86,4.95,81.15,30,-Rp1250,-2.86
2022-12-31,42400,1095,12,Wet,5,False,NULL,NULL,42400,NULL,43150,0,126.0977,0.655751052,15620,26.82,2.67,78.6,31,-Rp1250,-2.86
2023-01-01,42400,1096,1,Wet,6,True,43150,NULL,42400,NULL,43150,0,126.5306,0.343305231,15620,26.25,1.44,84.44,1,-Rp1250,-2.86
2023-01-02,42650,1097,1,Wet,0,False,42971.42857142857,NULL,42400,43900,43150,250,126.5306,0.343305231,15508.7998,26.5,2.5,82.3,2,Rp250,0.59
2023-01-03,42650,1098,1,Wet,1,False,42828.57142857143,NULL,42650,43650,43150,0,126.5306,0.343305231,15550,25.99,3.06,85.51,3,Rp0,0
2023-01-04,42650,1099,1,Wet,2,False,42685.71428571428,NULL,42650,43650,44400,0,126.5306,0.343305231,15571.7998,26.53,2.43,84,4,Rp0,0
2023-01-05,42650,1100,1,Wet,3,False,42542.857142857145,NULL,42650,43650,43650,0,126.5306,0.343305231,15560,26.66,2.52,85.91,5,Rp0,0
2023-01-06,43150,1101,1,Wet,4,False,42650,NULL,42650,42400,45500,500,126.5306,0.343305231,15620,26.59,12.39,86.29,6,Rp500,1.17
2023-01-07,43150,1102,1,Wet,5,False,42757.142857142855,NULL,43150,42400,45900,0,126.5306,0.343305231,15620,26.02,9.65,86.68,7,Rp500,1.17
2023-01-08,43150,1103,1,Wet,6,False,42864.28571428572,NULL,43150,42400,45250,0,126.5306,0.343305231,15620,26.57,3.09,83.45,8,Rp500,1.17
2023-01-09,42900,1104,1,Wet,0,False,42900,NULL,43150,42650,45250,-250,126.5306,0.343305231,15602.2998,26.32,10.36,84.4,9,-Rp250,-0.58
2023-01-10,42900,1105,1,Wet,1,False,42935.71428571428,NULL,42900,42650,45250,0,126.5306,0.343305231,15580,26.38,26.67,85.25,10,Rp0,0
2023-01-11,42900,1106,1,Wet,2,False,42971.42857142857,NULL,42900,42650,45250,0,126.5306,0.343305231,15528.90039,26.77,7.3,81.31,11,Rp0,0
2023-01-12,42900,1107,1,Wet,3,False,43007.142857142855,NULL,42900,42650,45250,0,126.5306,0.343305231,15414,26.6,6.99,82.77,12,Rp0,0
2023-01-13,43150,1108,1,Wet,4,False,43007.142857142855,NULL,42900,43150,45900,250,126.5306,0.343305231,15172,26.95,3.52,81.84,13,Rp250,0.58
2023-01-14,43150,1109,1,Wet,5,False,43007.142857142855,NULL,43150,43150,45650,0,126.5306,0.343305231,15172,26.91,1.36,83.26,14,Rp250,0.58
2023-01-15,43150,1110,1,Wet,6,False,43007.142857142855,NULL,43150,43150,45250,0,126.5306,0.343305231,15172,26.98,2.53,83.1,15,Rp250,0.58
2023-01-16,43150,1111,1,Wet,0,False,43042.857142857145,NULL,43150,42900,45250,0,126.5306,0.343305231,15114.7998,26.79,4.67,82.78,16,Rp0,0
2023-01-17,43150,1112,1,Wet,1,False,43078.57142857143,NULL,43150,42900,45250,0,126.5306,0.343305231,15082,27.05,2.31,78.59,17,Rp0,0
2023-01-18,43150,1113,1,Wet,2,False,43114.28571428572,NULL,43150,42900,45250,0,126.5306,0.343305231,15162,26.06,7.36,83.26,18,Rp0,0
2023-01-19,43150,1114,1,Wet,3,False,43150,NULL,43150,42900,45250,0,126.5306,0.343305231,15096,26.1,1.64,82.39,19,Rp0,0
2023-01-20,43150,1115,1,Wet,4,False,43150,NULL,43150,43150,44900,0,126.5306,0.343305231,15141,26.42,10.23,84.83,20,Rp0,0
2023-01-21,43150,1116,1,Wet,5,False,43150,NULL,43150,43150,44900,0,126.5306,0.343305231,15141,25.35,17.32,82.86,21,Rp0,0
2023-01-22,43150,1117,1,Wet,6,True,43150,NULL,43150,43150,44900,0,126.5306,0.343305231,15141,25.73,12.97,85.2,22,Rp0,0
2023-01-23,43150,1118,1,Wet,0,False,43150,NULL,43150,43150,NULL,0,126.5306,0.343305231,15055.90039,25.8,32.95,87.07,23,Rp0,0
2023-01-24,42150,1119,1,Wet,1,False,43007.142857142855,43016.666666666664,43150,43150,NULL,-1000,126.5306,0.343305231,15007,26.05,6.34,86.04,24,-Rp1000,-2.32
2023-01-25,41900,1120,1,Wet,2,False,42828.57142857143,42950,42150,43150,43900,-250,126.5306,0.343305231,14955.5,26.12,13.53,87.5,25,-Rp250,-0.59
2023-01-26,41250,1121,1,Wet,3,False,42557.142857142855,42870,41900,43150,43650,-650,126.5306,0.343305231,14938.7002,26.64,33.78,84.93,26,-Rp650,-1.55
2023-01-27,41250,1122,1,Wet,4,False,42285.71428571428,42790,41250,43150,43650,0,126.5306,0.343305231,14942.5,25.95,35.04,88.59,27,Rp0,0
2023-01-28,41250,1123,1,Wet,5,False,42014.28571428572,42710,41250,43150,43650,0,126.5306,0.343305231,14942.5,26.29,10.03,83.61,28,Rp0,0
2023-01-29,41250,1124,1,Wet,6,False,41742.857142857145,42671.666666666664,41250,43150,42400,0,126.5306,0.343305231,14942.5,26.53,2.05,81.49,29,Rp0,0
2023-01-30,41250,1125,1,Wet,0,False,41471.42857142857,42633.333333333336,41250,43150,42400,0,126.5306,0.343305231,14970.40039,26.28,4.47,84.28,30,Rp0,0
2023-01-31,40500,1126,1,Wet,1,False,41235.71428571428,42570,41250,42150,42400,-750,126.5306,0.343305231,14995,26.03,9.34,87.2,31,-Rp750,-1.82
2023-02-01,41000,1127,2,Wet,2,False,41107.142857142855,42515,40500,41900,42650,500,126.7304,0.157906467,14990.7002,26.38,11.71,86.69,1,Rp500,1.23
2023-02-02,41000,1128,2,Wet,3,False,41071.42857142857,42460,41000,41250,42650,0,126.7304,0.157906467,14855,25.5,9.08,86.42,2,Rp0,0
2023-02-03,42000,1129,2,Wet,4,False,41178.57142857143,42438.333333333336,41000,41250,42650,1000,126.7304,0.157906467,14881,26.42,9.13,85.62,3,Rp1000,2.44
2023-02-04,42000,1130,2,Wet,5,False,41285.71428571428,42416.666666666664,42000,41250,42650,0,126.7304,0.157906467,14881,25.68,14.93,86.38,4,Rp1000,2.44
2023-02-05,42000,1131,2,Wet,6,False,41392.857142857145,42378.333333333336,42000,41250,43150,0,126.7304,0.157906467,14881,25.71,5.73,83.4,5,Rp1000,2.44
2023-02-06,43250,1132,2,Wet,0,False,41678.57142857143,42381.666666666664,42000,41250,43150,1250,126.7304,0.157906467,15078.7998,26.09,3.22,83.91,6,Rp1250,2.98
2023-02-07,43750,1133,2,Wet,1,False,42142.857142857145,42401.666666666664,43250,40500,43150,500,126.7304,0.157906467,15200,25.7,23.43,86.27,7,Rp500,1.16
2023-02-08,43750,1134,2,Wet,2,False,42535.71428571428,42430,43750,41000,42900,0,126.7304,0.157906467,15147,25.06,22.32,87.21,8,Rp0,0
2023-02-09,45500,1135,2,Wet,3,False,43178.57142857143,42516.666666666664,43750,41000,42900,1750,126.7304,0.157906467,15117,25.87,0.92,83.92,9,Rp1750,4
2023-02-10,45500,1136,2,Wet,4,False,43678.57142857143,42603.333333333336,45500,42000,42900,0,126.7304,0.157906467,15140,26.28,2.66,85.27,10,Rp0,0
2023-02-11,45500,1137,2,Wet,5,False,44178.57142857143,42690,45500,42000,42900,0,126.7304,0.157906467,15140,26.19,4.74,85.88,11,Rp0,0
2023-02-12,45500,1138,2,Wet,6,False,44678.57142857143,42768.333333333336,45500,42000,43150,0,126.7304,0.157906467,15140,26.38,3.56,86.02,12,Rp0,0
2023-02-13,45250,1139,2,Wet,0,False,44964.28571428572,42838.333333333336,45500,43250,43150,-250,126.7304,0.157906467,15182.2002,26.65,3.33,85.97,13,-Rp250,-0.55
2023-02-14,44750,1140,2,Wet,1,False,45107.142857142855,42891.666666666664,45250,43750,43150,-500,126.7304,0.157906467,15211,26.08,9.5,84.77,14,-Rp500,-1.1
2023-02-15,44500,1141,2,Wet,2,False,45214.28571428572,42936.666666666664,44750,43750,43150,-250,126.7304,0.157906467,15179,26.22,5.57,84.31,15,-Rp250,-0.56
2023-02-16,44250,1142,2,Wet,3,False,45035.71428571428,42973.333333333336,44500,45500,43150,-250,126.7304,0.157906467,15210,26.35,3.1,84.09,16,-Rp250,-0.56
2023-02-17,43000,1143,2,Wet,4,False,44678.57142857143,42968.333333333336,44250,45500,43150,-1250,126.7304,0.157906467,15142,26.65,2.33,83.72,17,-Rp1250,-2.82
2023-02-20,41000,1146,2,Wet,0,False,NULL,NULL,NULL,45250,43150,NULL,126.7304,0.157906467,15159,26.27,6.11,84.97,20,-Rp2000,-4.65
2023-02-21,40400,1147,2,Wet,1,False,NULL,NULL,41000,44750,43150,-600,126.7304,0.157906467,15162.5,26.21,5.56,85.51,21,-Rp600,-1.46
2023-02-22,39650,1148,2,Wet,2,False,NULL,NULL,40400,44500,43150,-750,126.7304,0.157906467,15233,26.23,5.3,86.62,22,-Rp750,-1.86
2023-02-23,39900,1149,2,Wet,3,False,NULL,NULL,39650,44250,42150,250,126.7304,0.157906467,15192,26.56,3,85.47,23,Rp250,0.63
2023-02-24,39900,1150,2,Wet,4,False,NULL,NULL,39900,43000,41900,0,126.7304,0.157906467,15210,26.82,2.7,84.42,24,Rp0,0
2023-02-27,39900,1153,2,Wet,0,False,NULL,NULL,NULL,41000,41250,NULL,126.7304,0.157906467,15257.7002,26.35,8.92,85.53,27,Rp0,0
2023-02-28,39900,1154,2,Wet,1,False,NULL,NULL,39900,40400,41250,0,126.7304,0.157906467,15209,26.98,3.96,80.83,28,Rp0,0
2023-03-01,39650,1155,3,Wet,2,False,NULL,NULL,39900,39650,41250,-250,126.9525,0.175253925,15240,26.84,0.56,78.42,1,-Rp250,-0.63
2023-03-02,38900,1156,3,Wet,3,False,NULL,NULL,39650,39900,40500,-750,126.9525,0.175253925,15243,26.24,6.29,85.61,2,-Rp750,-1.89
2023-03-03,38650,1157,3,Wet,4,False,NULL,NULL,38900,39900,41000,-250,126.9525,0.175253925,15322,26.3,19.19,85.58,3,-Rp250,-0.64
2023-03-04,38650,1158,3,Wet,5,False,NULL,NULL,38650,NULL,41000,0,126.9525,0.175253925,15322,25.74,23.46,88.1,4,-Rp250,-0.64
2023-03-05,38650,1159,3,Wet,6,False,39185.71428571428,NULL,38650,NULL,42000,0,126.9525,0.175253925,15322,25.97,14.4,87.06,5,-Rp250,-0.64
2023-03-06,39150,1160,3,Wet,0,False,39078.57142857143,NULL,38650,39900,42000,500,126.9525,0.175253925,15255.09961,26.35,2.43,85.06,6,Rp500,1.29
2023-03-07,39150,1161,3,Wet,1,False,38971.42857142857,NULL,39150,39900,42000,0,126.9525,0.175253925,15352,26.55,2.33,86.89,7,Rp0,0
2023-03-08,40650,1162,3,Wet,2,False,39114.28571428572,NULL,39150,39650,43250,1500,126.9525,0.175253925,15437,26.38,1.86,87.45,8,Rp1500,3.83
2023-03-09,40500,1163,3,Wet,3,False,39342.857142857145,NULL,40650,38900,43750,-150,126.9525,0.175253925,15450,26.6,0.76,84.38,9,-Rp150,-0.37
2023-03-10,40000,1164,3,Wet,4,False,39535.71428571428,NULL,40500,38650,43750,-500,126.9525,0.175253925,15489,26.84,0.31,81.46,10,-Rp500,-1.23
2023-03-11,40000,1165,3,Wet,5,False,39728.57142857143,NULL,40000,38650,45500,0,126.9525,0.175253925,15489,27.29,0.14,78.86,11,-Rp500,-1.23
2023-03-12,40000,1166,3,Wet,6,False,39921.42857142857,NULL,40000,38650,45500,0,126.9525,0.175253925,15489,26.97,1.04,82.64,12,-Rp500,-1.23
2023-03-13,41250,1167,3,Wet,0,False,40221.42857142857,NULL,40000,39150,45500,1250,126.9525,0.175253925,15472.59961,27.07,1.73,81.98,13,Rp1250,3.13
2023-03-14,40500,1168,3,Wet,1,False,40414.28571428572,NULL,41250,39150,45500,-750,126.9525,0.175253925,15409,26.56,14.03,85.03,14,-Rp750,-1.82
2023-03-15,40250,1169,3,Wet,2,False,40357.142857142855,NULL,40500,40650,45250,-250,126.9525,0.175253925,15372,26.19,6.51,86.54,15,-Rp250,-0.62
2023-03-16,40250,1170,3,Wet,3,False,40321.42857142857,NULL,40250,40500,44750,0,126.9525,0.175253925,15479,26.99,3.41,78.71,16,Rp0,0
2023-03-17,40250,1171,3,Wet,4,False,40357.142857142855,NULL,40250,40000,44500,0,126.9525,0.175253925,15422,26.87,1.76,81.03,17,Rp0,0
2023-03-18,40250,1172,3,Wet,5,False,40392.857142857145,NULL,40250,40000,44250,0,126.9525,0.175253925,15422,27.17,2.38,80.05,18,Rp0,0
2023-03-20,38750,1174,3,Wet,0,False,NULL,NULL,NULL,41250,NULL,NULL,126.9525,0.175253925,15368.5,27,2.76,86.29,20,-Rp1500,-3.73
2023-03-21,39500,1175,3,Wet,1,False,NULL,NULL,38750,40500,NULL,750,126.9525,0.175253925,15340,27.03,10.87,85.62,21,Rp750,1.94
2023-03-22,39500,1176,3,Wet,2,True,NULL,NULL,39500,40250,41000,0,126.9525,0.175253925,15294,26.21,13.86,86.91,22,Rp0,0
2023-03-23,39500,1177,3,Wet,3,False,NULL,NULL,39500,40250,40400,0,126.9525,0.175253925,15251,26.6,2.36,81.83,23,Rp0,0
2023-03-24,40150,1178,3,Wet,4,False,NULL,NULL,39500,40250,39650,650,126.9525,0.175253925,15047,26.92,6.72,85.73,24,Rp650,1.65
2023-03-27,39650,1181,3,Wet,0,False,NULL,NULL,NULL,38750,NULL,NULL,126.9525,0.175253925,15148,26.65,5.19,81.51,27,NULL,0
2023-03-28,39650,1182,3,Wet,1,False,NULL,NULL,39650,39500,NULL,0,126.9525,0.175253925,15107.5,26.8,2.25,79.76,28,Rp0,0
2023-03-29,39650,1183,3,Wet,2,False,NULL,NULL,39650,39500,39900,0,126.9525,0.175253925,15061,26.42,10.92,84.26,29,Rp0,0
2023-03-30,39650,1184,3,Wet,3,False,NULL,NULL,39650,39500,39900,0,126.9525,0.175253925,15031.5,26.78,6.26,80.03,30,Rp0,0
2023-03-31,39400,1185,3,Wet,4,False,NULL,NULL,39650,40150,39650,-250,126.9525,0.175253925,15020,27.16,10.46,82.12,31,-Rp250,-0.63
2023-04-01,39400,1186,4,Dry,5,False,NULL,NULL,39400,NULL,38900,0,127.3743,0.332250251,15020,26.54,10.29,84.76,1,-Rp250,-0.63
2023-04-02,39400,1187,4,Dry,6,False,39542.857142857145,NULL,39400,NULL,38650,0,127.3743,0.332250251,15020,26.18,12.62,87.45,2,-Rp250,-0.63
2023-04-03,39150,1188,4,Dry,0,False,39471.42857142857,NULL,39400,39650,38650,-250,127.3743,0.332250251,14988,26.53,3.48,85.49,3,NULL,0
2023-04-04,39150,1189,4,Dry,1,False,39400,NULL,39150,39650,38650,0,127.3743,0.332250251,14915,26.11,29.29,86.73,4,Rp0,0
2023-04-05,38650,1190,4,Dry,2,False,39257.142857142855,NULL,39150,39650,39150,-500,127.3743,0.332250251,14958,25.96,11.72,84.06,5,-Rp500,-1.28
2023-04-06,38650,1191,4,Dry,3,False,39114.28571428572,NULL,38650,39650,39150,0,127.3743,0.332250251,14956,26.63,3.71,79.26,6,Rp0,0
2023-04-10,38650,1195,4,Dry,0,True,NULL,NULL,NULL,39150,40000,NULL,127.3743,0.332250251,14906,27.22,2,82.99,10,NULL,0
2023-04-11,38000,1196,4,Dry,1,False,NULL,NULL,38650,39150,40000,-650,127.3743,0.332250251,14955,27.17,2.21,83.57,11,-Rp650,-1.68
2023-04-12,38000,1197,4,Dry,2,False,NULL,NULL,38000,38650,41250,0,127.3743,0.332250251,14913,27.54,0.98,81.28,12,Rp0,0
2023-04-13,37400,1198,4,Dry,3,False,NULL,NULL,38000,38650,40500,-600,127.3743,0.332250251,14823.5,27.48,1.91,79.72,13,-Rp600,-1.58
2023-04-14,37400,1199,4,Dry,4,False,NULL,NULL,37400,NULL,40250,0,127.3743,0.332250251,14720,27.02,6.82,82.89,14,Rp0,0
2023-04-15,37400,1200,4,Dry,5,False,NULL,NULL,37400,NULL,40250,0,127.3743,0.332250251,14720,27.32,3.98,81.59,15,Rp0,0
2023-04-17,40250,1202,4,Dry,0,False,NULL,NULL,NULL,38650,40250,NULL,127.3743,0.332250251,14693,27.82,0.62,78.34,17,Rp2850,7.62
2023-04-18,40250,1203,4,Dry,1,False,NULL,NULL,40250,38000,NULL,0,127.3743,0.332250251,14860,27.29,4.67,81.67,18,Rp0,0
2023-04-19,40250,1204,4,Dry,2,False,NULL,NULL,40250,38000,38750,0,127.3743,0.332250251,14890,28,1.1,74.83,19,Rp0,0
2023-04-20,40250,1205,4,Dry,3,False,NULL,NULL,40250,37400,39500,0,127.3743,0.332250251,15006,28.11,2.06,78.16,20,Rp0,0
2023-04-21,40250,1206,4,Dry,4,False,NULL,NULL,40250,37400,39500,0,127.3743,0.332250251,14946,28.07,1.71,77.33,21,Rp0,0
2023-04-24,40250,1209,4,Dry,0,False,NULL,NULL,NULL,40250,NULL,NULL,127.3743,0.332250251,14838,27.81,1.34,80.75,24,NULL,0
2023-04-25,40250,1210,4,Dry,1,False,NULL,NULL,40250,40250,NULL,0,127.3743,0.332250251,14945,28.1,0.18,78.06,25,Rp0,0
2023-04-26,44400,1211,4,Dry,2,False,NULL,NULL,40250,40250,39650,4150,127.3743,0.332250251,14935,27.69,0.74,82.46,26,Rp4150,10.31
2023-04-27,44400,1212,4,Dry,3,False,NULL,NULL,44400,40250,39650,0,127.3743,0.332250251,14841.5,27.84,1.31,82.32,27,Rp0,0
2023-04-28,46400,1213,4,Dry,4,False,NULL,NULL,44400,40250,39650,2000,127.3743,0.332250251,14684,27.64,7.82,83.42,28,Rp2000,4.5
2023-04-29,46400,1214,4,Dry,5,False,NULL,NULL,46400,NULL,39650,0,127.3743,0.332250251,14684,27.8,9.84,81.64,29,Rp2000,4.5
2023-04-30,46400,1215,4,Dry,6,False,44071.42857142857,NULL,46400,NULL,39400,0,127.3743,0.332250251,14684,27.35,12.05,80.31,30,Rp2000,4.5
2023-05-01,46400,1216,5,Dry,0,True,44950,NULL,46400,40250,39400,0,127.4853,0.087144738,14663,26.98,5.81,82.23,1,Rp0,0
2023-05-02,43400,1217,5,Dry,1,False,45400,NULL,46400,40250,39400,-3000,127.4853,0.087144738,14671.5,28.06,3.11,78.86,2,-Rp3000,-6.47
2023-05-03,46400,1218,5,Dry,2,False,45685.71428571428,NULL,43400,44400,39150,3000,127.4853,0.087144738,14752.5,27.87,7.87,83.07,3,Rp3000,6.91
2023-05-04,43650,1219,5,Dry,3,False,45578.57142857143,NULL,46400,44400,39150,-2750,127.4853,0.087144738,14680.5,27.66,4.18,82.16,4,-Rp2750,-5.93
2023-05-05,43000,1220,5,Dry,4,False,45092.857142857145,NULL,43650,46400,38650,-650,127.4853,0.087144738,14700,27.9,9.23,80.17,5,-Rp650,-1.49
2023-05-06,43000,1221,5,Dry,5,False,44607.142857142855,NULL,43000,46400,38650,0,127.4853,0.087144738,14700,28,12.88,80.9,6,-Rp650,-1.49
2023-05-07,43000,1222,5,Dry,6,False,44121.42857142857,NULL,43000,46400,NULL,0,127.4853,0.087144738,14700,28.01,4.66,79.31,7,-Rp650,-1.49
2023-05-08,46400,1223,5,Dry,0,False,44121.42857142857,NULL,43000,46400,NULL,3400,127.4853,0.087144738,14668,27.88,5.66,80.66,8,NULL,0
2023-05-09,47150,1224,5,Dry,1,False,44657.142857142855,NULL,46400,43400,NULL,750,127.4853,0.087144738,14750,27.47,2.3,84.13,9,Rp750,1.62
2023-05-10,47750,1225,5,Dry,2,False,44850,NULL,47150,46400,38650,600,127.4853,0.087144738,14767,27.7,2.01,82.01,10,Rp600,1.27
2023-05-11,45900,1226,5,Dry,3,False,45171.42857142857,NULL,47750,43650,38000,-1850,127.4853,0.087144738,14691,28.47,2.56,78.64,11,-Rp1850,-3.87
2023-05-12,45900,1227,5,Dry,4,False,45585.71428571428,NULL,45900,43000,38000,0,127.4853,0.087144738,14770.5,28.39,1.83,80.97,12,Rp0,0
2023-05-13,45900,1228,5,Dry,5,False,46000,NULL,45900,43000,37400,0,127.4853,0.087144738,14770.5,28.12,1.71,80.45,13,Rp0,0
